cycles         instructions   cache-references  cache-misses  branches     branch-misses  page-faults  Power
487,286,456    593,119,814    5,159,228         318,860       103,490,521  4,256,141      5,786        6.5
113,214,515    68,812,034     1,595,745         217,977       12,895,728   730,280        4,315        9.9
149,835,625    110,985,726    2,024,364         258,824       20,246,020   979,037        4,374        6.5
96,649,326     56,479,347     1,492,511         173,962       10,576,833   568,297        4,330        6.8
100,561,829    55,645,901     1,533,229         160,029       10,408,895   568,066        4,313        6.2
157,943,971    133,640,252    2,131,337         278,671       24,357,122   988,825        4,456        6.4
126,882,765    78,695,398     1,878,850         235,463       14,613,398   747,309        4,365        7.3
133,209,856    95,883,332     1,772,783         202,769       17,512,349   903,520        4,384        6.6
134,822,530    75,933,645     2,279,958         193,673       14,427,676   796,505        4,327        6.5
53,360,851     30,241,928     662,051           90,681        5,267,495    250,334        1,018        6.9
107,144,265    65,558,046     1,645,259         179,609       12,248,476   618,539        4,341        6.3
128,922,823    97,635,385     1,821,823         211,568       17,794,876   745,852        4,402        6.8
102,632,007    62,040,441     1,551,406         169,129       11,499,311   592,756        4,338        6.8
105,735,680    63,464,764     1,624,251         152,114       11,819,867   625,907        4,339        6.5
102,393,715    55,890,494     1,560,133         146,540       10,562,440   583,179        4,319        6.5
95,316,743     56,132,044     1,454,373         128,251       10,463,824   545,097        4,230        6.5
99,357,113     57,803,426     1,540,646         139,483       10,887,811   582,298        4,331        6.4
105,667,118    63,819,045     1,810,940         176,608       11,751,150   581,993        4,325        6.4
119,188,146    67,714,694     1,606,922         167,099       12,664,948   678,950        4,342        6.3
143,097,668    103,784,533    1,924,420         218,370       19,601,926   904,764        4,356        7.1
128,681,775    77,081,440     1,887,391         219,492       14,533,189   780,773        4,324        6.6
120,424,370    65,980,714     1,645,838         173,880       12,341,614   609,541        4,346        6.6
102,462,328    58,622,306     1,570,960         164,328       10,968,919   596,413        4,325        7.1
92,805,097     55,342,988     1,432,877         135,947       10,411,751   550,740        4,323        6.3
106,608,055    77,750,249     1,620,948         154,976       14,482,207   626,380        4,362        6.1
143,091,209    101,267,278    1,842,188         225,279       19,013,237   693,736        3,739        6.3
83,256,994     50,488,195     1,210,046         143,867       9,374,562    471,983        3,399        6.9
80,521,861     50,485,789     1,204,469         123,370       9,257,157    466,693        3,180        6.0
92,557,318     50,155,091     1,374,163         195,830       9,837,371    481,464        2,610        6.1
77,078,247     48,624,022     1,033,636         140,536       8,893,864    457,909        2,597        6.5
61,220,731     35,598,405     823,210           105,660       6,342,670    308,242        1,619        6.2
97,619,481     48,751,178     1,223,219         127,010       9,153,676    451,548        2,720        6.1
126,171,658    86,749,146     1,813,543         185,296       15,825,550   821,948        4,359        6.4
111,660,764    63,171,220     1,706,986         180,290       11,769,432   655,871        4,332        6.6
179,931,789    189,654,599    2,191,443         294,516       34,287,287   1,158,923      4,573        6.7
131,694,571    90,354,862     1,929,350         237,209       16,641,453   774,051        4,415        7.4
52,663,686     29,930,348     646,324           92,149        5,223,121    247,342        1,016        6.9
140,827,753    84,415,240     2,381,646         185,041       15,836,636   853,613        4,336        6.1
120,350,717    83,764,638     1,785,990         200,503       15,381,242   733,319        4,394        6.7
369,951,995    412,121,405    3,949,439         295,237       72,755,580   3,333,286      4,380        6.6
230,683,491    214,750,198    2,723,784         281,154       38,450,040   1,942,804      4,354        8.4
149,104,647    114,069,510    1,997,493         255,692       20,466,667   1,038,752      4,396        7.0
114,125,994    63,569,157     1,657,617         187,986       11,804,622   686,705        4,333        6.7
118,663,887    62,959,606     1,612,018         155,865       11,839,836   621,651        4,348        6.6
98,920,029     59,662,102     1,466,428         144,618       11,252,435   557,762        4,325        7.4
104,559,419    64,723,560     1,589,193         153,374       12,108,358   605,867        4,359        6.4
116,535,745    74,693,723     1,696,602         167,797       13,629,135   784,304        4,328        6.7
143,887,157    103,757,133    1,949,055         176,495       19,050,474   1,123,534      4,329        6.4
2,024,765,373  2,268,491,581  10,435,877        463,915       514,183,951  4,378,402      7,251        6.5
951,568,847    1,229,291,348  7,132,110         506,996       236,074,308  4,875,089      6,461        23.3
122,172,354    76,129,496     1,693,353         232,047       14,201,617   777,911        4,345        13.9
281,665,766    302,757,570    3,172,518         310,398       55,738,278   1,957,319      4,432        6.8
113,214,711    67,862,689     1,653,362         218,909       12,728,803   656,140        4,328        8.2
131,543,239    103,752,222    1,699,393         172,371       18,970,445   983,754        4,325        6.4
454,541,041    488,450,152    4,741,758         350,679       89,174,948   3,770,870      4,357        6.3
208,996,131    180,501,323    2,492,082         295,915       32,753,083   1,664,557      4,393        8.9
191,697,025    153,249,551    2,339,605         236,136       27,819,096   1,667,857      4,328        7.6
124,687,148    74,574,920     1,727,298         191,808       13,794,787   831,723        4,329        6.5
146,523,527    119,324,008    1,964,636         246,783       21,821,159   879,876        4,450        6.7
116,046,557    59,850,161     1,579,921         172,359       11,321,080   602,811        4,334        7.3
123,270,601    80,283,278     1,688,550         171,946       14,933,009   853,016        4,329        6.7
152,270,995    104,869,877    2,129,607         199,011       19,233,605   1,129,603      4,354        6.7
54,630,273     31,341,154     621,380           92,158        5,472,774    237,007        1,017        6.9
139,300,653    103,164,026    1,942,593         216,790       18,915,910   883,677        4,411        6.1
344,012,553    362,679,643    3,887,064         268,625       64,973,007   3,060,582      4,420        7.2
171,018,264    113,225,813    2,266,081         264,130       21,064,000   1,140,069      4,356        8.2
121,720,952    65,237,988     1,601,814         187,487       12,165,459   617,035        4,340        7.1
156,697,549    91,386,935     2,255,194         167,941       17,416,175   928,338        3,989        7.4
103,810,648    69,396,832     1,407,409         171,805       12,934,556   692,841        3,117        6.5
71,145,295     41,655,490     1,013,368         107,677       7,678,723    394,557        2,623        6.8
69,423,844     39,857,988     961,221           97,214        7,123,563    367,587        2,420        6.0
99,938,485     78,804,571     1,332,173         150,214       14,155,316   556,377        2,799        6.0
119,630,637    80,237,667     1,663,410         184,956       14,756,282   777,188        4,308        6.7
98,771,306     58,936,968     1,438,750         152,798       11,035,583   561,935        4,327        6.8
95,703,617     58,955,152     1,440,047         134,229       11,015,255   550,458        4,335        6.3
131,328,525    95,717,839     2,052,785         217,907       17,437,949   830,423        4,383        6.3
112,035,081    71,653,470     1,639,651         192,812       13,234,874   638,448        4,358        6.8
125,007,266    71,307,139     1,669,408         170,718       13,321,960   656,920        4,521        6.8
182,772,713    163,558,483    2,106,341         200,860       28,248,296   1,541,811      4,347        7.5
117,226,580    70,863,672     1,682,366         193,741       13,127,212   728,840        4,350        7.4
100,770,772    57,291,982     1,497,349         151,882       10,558,432   578,747        4,234        6.5
130,517,775    88,520,460     1,780,844         173,496       16,286,785   930,794        4,328        6.8
95,307,952     58,124,505     1,410,887         144,442       10,928,309   546,730        4,322        6.7
145,103,538    98,610,644     1,971,419         205,501       18,301,438   736,387        4,316        6.4
154,516,502    115,704,598    2,037,590         210,480       21,483,836   1,150,788      4,354        7.3
99,826,684     55,888,322     1,477,675         162,544       10,437,403   567,784        4,320        7.3
114,557,399    75,465,971     1,656,244         166,925       13,939,706   660,208        4,381        6.5
130,727,207    90,846,213     1,838,467         203,167       16,836,216   846,074        4,372        6.0
126,494,332    62,743,104     1,698,699         186,202       11,727,915   634,787        4,337        7.1
49,050,263     29,656,613     623,801           80,169        5,178,155    246,325        980          7.0
110,210,331    58,563,305     1,611,778         161,323       10,952,350   611,809        4,323        8.1
117,079,595    79,687,231     1,604,761         162,531       14,651,248   650,753        4,327        6.2
122,012,566    81,216,018     1,702,654         178,270       15,001,555   762,921        4,357        7.1
103,260,360    58,682,140     1,520,078         165,718       11,030,553   583,768        4,342        6.7
105,087,606    59,696,239     1,521,743         151,119       11,086,066   643,871        4,324        7.1
97,111,463     54,997,489     1,474,743         143,859       10,359,822   568,058        4,321        6.8
157,299,573    109,258,844    2,487,566         210,657       20,307,978   962,855        4,324        6.4
141,132,432    98,686,705     1,849,025         228,462       18,106,730   987,049        4,341        6.7
102,505,962    58,017,346     1,503,175         159,230       10,902,316   600,294        4,323        7.1
90,566,353     54,407,943     1,375,282         129,243       10,178,131   530,478        4,320        7.3
101,968,504    55,556,538     1,509,189         136,798       10,358,770   580,135        4,323        6.6
107,670,645    63,155,602     1,534,863         160,084       11,760,666   658,543        4,324        6.4
109,869,187    70,287,775     1,608,492         167,087       13,039,624   639,603        4,353        6.9
130,849,559    114,160,233    1,776,765         204,441       20,837,270   778,441        4,452        6.8
123,924,395    78,172,858     1,693,985         228,284       14,598,070   749,468        4,343        6.7
105,064,953    60,471,937     1,602,748         172,994       11,368,869   609,055        4,325        7.0
94,654,359     58,889,925     1,398,143         121,262       10,974,442   553,782        4,321        6.8
184,063,822    146,253,079    2,322,740         264,684       26,454,794   1,432,159      4,357        6.7
99,648,694     56,505,123     1,478,213         166,214       10,614,371   558,689        4,329        6.5
95,865,116     54,931,516     1,450,394         132,903       10,282,874   550,958        4,314        7.3
182,498,271    159,401,270    2,229,043         225,894       29,367,905   1,258,447      4,438        6.6
123,749,860    74,542,838     1,668,886         191,958       13,612,761   625,920        4,363        6.5
102,926,793    60,619,390     1,507,113         161,680       11,352,174   576,817        4,323        7.2
245,355,249    216,286,328    2,858,487         273,165       39,204,613   1,920,424      4,374        7.0
107,749,246    62,349,297     1,585,878         195,368       11,652,954   647,031        4,321        6.7
58,300,926     36,263,691     692,195           98,549        6,503,455    283,172        1,015        8.0
97,114,351     58,506,167     1,441,632         137,399       10,962,351   560,229        4,314        6.5
95,128,240     55,088,549     1,447,779         129,090       10,335,453   561,775        4,317        6.3
138,737,929    117,554,346    1,817,537         207,809       21,462,032   909,686        4,319        6.4
111,028,143    63,816,601     1,545,332         181,573       11,820,657   682,306        4,317        6.4
136,158,580    106,231,592    1,847,233         195,467       19,279,138   905,732        4,366        6.8
111,164,014    64,420,024     1,618,268         186,712       11,981,250   657,556        4,322        6.7
163,642,567    125,236,541    2,070,941         183,104       22,848,424   1,362,479      4,338        6.8
96,855,828     69,870,262     1,294,576         179,218       13,076,355   577,138        2,635        6.4
107,030,993    71,046,052     971,297           148,801       12,782,714   489,278        1,621        7.2
132,411,040    73,568,060     2,219,524         172,748       13,973,400   811,061        4,313        6.5
124,612,316    85,822,477     1,707,988         178,651       15,872,046   841,101        4,325        6.5
108,158,865    62,094,991     1,562,984         174,581       11,641,907   650,975        4,344        7.0
132,439,629    95,348,636     1,818,575         194,780       17,619,639   868,706        4,354        6.5
140,631,421    89,321,632     1,821,705         190,295       16,517,140   974,052        4,336        6.5
121,950,836    101,877,103    1,694,226         216,308       18,684,650   707,868        4,423        6.6
131,389,704    92,011,020     1,735,442         210,851       16,904,966   878,243        4,342        6.5
113,591,471    68,366,729     1,585,959         185,012       12,789,042   712,218        4,336        6.7
154,602,862    100,872,450    2,210,508         245,843       18,407,976   900,037        4,387        6.6
104,551,029    62,471,199     1,524,080         175,542       11,619,543   635,715        4,328        6.4
571,988,097    701,676,868    4,106,071         225,314       144,664,338  3,034,331      4,348        7.8
126,572,957    73,508,265     1,728,450         242,533       13,612,721   760,122        4,340        6.4
326,799,559    346,497,447    3,597,509         209,900       61,858,647   2,723,083      4,369        10.3
100,728,665    57,088,495     1,477,645         194,740       10,660,607   566,849        4,328        6.8
93,289,751     54,254,218     1,374,349         125,329       10,153,875   531,851        4,328        9.0
116,793,345    72,275,117     1,656,423         179,349       13,656,730   740,444        4,327        6.4
146,573,334    111,661,775    1,988,848         239,501       20,457,123   939,255        4,351        6.4
102,467,191    77,989,305     1,197,465         157,253       14,138,295   471,889        1,054        6.7
106,931,606    65,054,356     1,549,945         185,724       12,075,902   648,107        4,338        6.9
499,001,717    253,899,625    7,421,455         653,099       60,735,999   1,762,571      13,148       6.7
327,364,810    254,567,068    4,220,175         440,237       48,333,989   2,283,848      5,432        6.4
100,548,112    61,058,113     1,460,247         204,240       11,466,299   574,348        4,278        8.7
134,181,199    94,734,225     1,900,065         227,451       17,420,138   893,639        4,347        8.3
115,628,325    67,690,473     1,581,947         208,862       12,740,931   672,206        4,336        6.5
114,569,126    71,372,049     1,593,142         176,040       13,178,239   758,369        4,325        6.9
107,865,487    59,757,249     1,500,573         165,199       11,355,687   569,444        4,346        6.7
118,482,912    62,778,047     1,504,809         164,508       12,166,731   578,845        4,349        6.6
97,598,058     58,467,911     1,477,654         141,230       10,900,780   575,435        4,333        6.7
107,677,950    70,899,506     1,581,175         156,179       13,110,486   618,100        4,365        6.8
136,794,736    76,373,319     2,232,154         176,362       14,518,921   795,938        4,329        6.5
125,571,046    77,060,176     1,748,819         206,135       14,350,541   696,918        4,372        6.7
194,154,951    131,094,354    2,300,900         248,024       24,620,235   1,292,712      4,349        7.1
101,385,099    63,633,160     1,495,212         175,414       11,854,797   591,386        4,350        7.2
101,454,890    66,515,940     1,490,505         145,770       12,295,428   589,045        4,362        7.8
145,345,147    113,459,108    1,854,594         193,788       20,669,895   1,067,963      4,385        6.6
105,563,193    62,982,972     1,517,367         176,047       11,784,295   615,048        4,337        6.6
120,606,979    90,287,490     1,767,199         191,877       16,696,525   726,594        4,428        6.8
116,894,663    95,410,751     1,631,776         173,723       17,495,996   706,613        4,432        6.7
93,623,664     56,256,269     1,363,530         148,289       10,519,344   535,034        4,339        6.5
90,859,967     54,576,324     1,306,935         107,904       10,340,496   522,280        4,332        6.5
101,776,640    62,095,646     1,493,557         137,958       11,587,544   577,531        4,340        6.3
102,758,191    67,119,521     1,528,826         139,998       12,468,696   614,766        4,378        6.1
105,907,049    61,958,483     1,562,978         156,839       11,501,187   610,064        4,350        6.6
2,328,544,823  5,613,920,971  5,492,979         1,496,099     332,374,935  2,283,030      1,121        6.3
694,476,842    1,499,087,614  2,761,810         648,729       94,681,839   1,190,925      4,357        7.0
115,952,216    65,800,958     1,707,655         218,332       12,890,320   598,637        4,340        28.2
138,961,665    97,059,032     1,868,980         234,445       18,036,403   721,839        4,340        12.0
101,581,348    62,802,686     1,484,303         162,410       11,877,630   614,880        4,336        6.6
120,327,648    95,385,362     1,662,016         192,657       17,472,480   691,493        4,424        6.6
141,247,749    113,139,756    1,971,263         261,795       21,095,950   792,226        4,458        6.2
133,634,024    86,982,845     1,785,030         221,713       16,027,621   942,583        4,329        6.9
151,845,361    125,051,844    1,891,647         172,803       22,531,247   1,293,486      4,327        6.9
150,750,331    121,380,180    1,958,039         250,171       22,062,217   1,004,429      4,373        7.2
116,120,476    66,267,145     1,533,884         169,730       12,357,998   595,984        4,354        6.6
98,216,869     58,374,115     1,428,999         136,385       10,887,957   557,049        4,334        6.9
101,401,639    61,295,051     1,499,317         152,674       11,507,674   577,185        4,334        7.3
117,608,549    85,260,782     1,635,386         187,028       15,793,579   703,497        4,340        6.6
97,937,876     55,724,955     1,437,412         157,619       10,456,255   553,865        4,325        6.6
137,393,281    81,479,410     2,209,836         150,627       15,421,303   809,511        4,323        6.9
96,987,994     57,273,227     1,436,297         142,085       10,806,106   560,085        4,323        6.5
115,535,784    67,748,496     1,692,451         171,954       12,577,147   676,238        4,347        7.0
374,036,291    521,208,869    3,745,324         1,195,888     134,830,676  1,113,609      2,650        6.4
62,479,183     36,845,583     800,131           110,246       6,584,658    306,654        1,895        6.9
62,091,455     45,633,366     804,909           111,409       8,013,541    300,804        1,044        6.8
88,674,465     52,761,741     1,261,398         129,974       9,788,785    483,092        3,671        6.0
86,172,009     52,628,883     1,181,331         125,197       9,774,622    460,285        2,745        6.1
104,042,340    64,565,940     1,705,535         171,230       11,858,717   553,723        4,333        6.2
174,180,231    175,439,646    1,987,526         289,173       31,744,397   926,232        4,550        6.3
103,203,821    69,454,370     1,460,884         168,903       12,844,552   593,887        4,352        6.6
105,224,257    63,631,382     1,532,210         171,060       11,876,326   627,722        4,325        7.3
63,837,313     33,326,635     667,561           82,822        6,048,752    253,834        1,030        6.5
123,389,965    84,472,006     1,763,109         187,941       15,605,253   710,514        4,333        6.5
102,984,994    57,541,313     1,404,762         139,869       10,770,901   548,344        4,332        6.3
95,426,523     58,967,723     1,391,918         129,566       11,110,123   551,436        4,329        6.8
107,149,405    68,180,237     1,559,250         169,449       12,787,939   634,613        4,334        6.6
147,811,740    103,707,756    1,898,675         200,766       19,198,406   714,232        4,356        6.1
499,646,358    519,883,931    5,247,251         297,784       94,691,584   4,729,987      4,395        6.3
99,959,175     57,973,143     1,460,096         205,140       10,858,447   571,052        4,322        7.1
103,241,780    57,741,155     1,552,202         179,795       11,257,433   555,905        4,349        7.9
114,702,706    80,382,467     1,644,507         184,908       14,868,818   658,327        4,373        6.3
92,030,338     54,584,720     1,343,896         128,167       10,195,607   530,174        4,316        6.2
109,644,604    74,534,370     1,601,482         161,595       13,760,959   647,728        4,318        6.7
111,617,483    74,620,927     1,498,077         157,754       13,773,991   725,225        4,321        6.3
93,484,083     54,585,323     1,360,169         138,614       10,231,197   533,652        4,316        6.6
112,112,548    76,773,601     1,593,864         156,691       14,225,328   646,246        4,356        6.4
102,903,960    61,217,292     1,493,277         158,136       11,503,953   615,522        4,335        6.0
108,114,832    62,137,806     1,599,552         164,816       11,569,197   618,141        4,325        6.8
138,341,890    86,158,376     2,226,893         164,001       16,483,981   846,161        4,318        6.3
104,569,656    60,134,754     1,501,239         157,106       11,222,819   623,096        4,319        6.8
105,971,523    66,783,617     1,514,264         165,252       12,459,760   595,371        4,337        6.7
103,294,669    57,660,062     1,528,049         152,471       10,753,366   584,193        4,318        6.5
95,398,213     55,299,993     1,405,453         126,296       10,342,592   549,549        4,320        6.5
168,849,507    148,113,413    1,961,836         180,135       26,335,820   1,301,804      4,342        6.4
104,252,461    69,907,494     1,482,474         162,929       12,992,727   600,009        4,347        6.3
98,056,107     56,800,995     1,436,947         145,872       10,696,409   558,508        4,330        7.0
95,942,128     55,857,887     1,391,855         127,181       10,447,685   541,733        4,325        6.3
64,902,884     33,044,058     920,755           118,887       6,311,044    256,428        1,015        6.2
90,526,694     53,621,362     1,336,231         124,796       10,001,705   518,187        4,316        6.5
118,079,865    65,252,510     1,561,320         150,789       12,248,449   591,765        4,340        5.9
109,375,843    72,785,000     1,583,801         162,423       13,499,701   639,816        4,367        6.2
114,542,364    76,680,334     1,664,893         175,970       14,196,905   669,731        4,372        7.0
94,724,085     56,563,084     1,365,683         132,397       10,546,472   540,029        4,327        6.8
92,329,013     54,405,033     1,382,146         127,942       10,251,716   540,975        4,320        6.7
108,954,264    74,939,291     1,566,378         153,666       13,912,501   639,405        4,353        6.3
144,866,053    107,263,452    1,934,016         210,792       19,972,884   774,333        4,339        6.4
95,214,739     54,933,163     1,386,884         142,000       10,277,621   545,068        4,317        6.6
142,330,136    112,831,081    1,901,717         206,798       20,598,440   915,701        4,432        6.7
91,365,819     54,092,786     1,329,507         140,352       10,143,691   523,338        4,321        6.3
111,253,656    62,677,799     1,415,579         130,427       11,964,319   548,875        4,328        7.0
341,565,386    359,606,545    3,531,474         210,574       64,175,118   3,342,764      4,331        6.1
101,343,755    51,490,358     1,533,966         204,124       9,699,624    585,256        4,308        6.5
136,654,296    110,581,112    1,767,241         221,370       20,056,583   858,879        4,407        7.6
92,069,565     53,884,040     1,368,703         144,682       10,157,778   537,286        4,319        6.8
97,883,243     60,134,361     1,431,794         136,206       11,278,561   557,925        4,328        6.9
98,053,499     58,019,435     1,404,589         130,113       10,904,039   539,486        4,340        6.4
111,176,926    70,026,196     1,612,090         167,627       13,029,869   663,104        4,324        6.5
156,305,454    105,258,441    2,340,075         165,003       20,416,940   827,205        4,331        6.4
1,777,446,435  2,461,116,462  19,001,513        608,289       504,475,971  7,268,085      4,663        6.8
101,956,302    58,595,871     1,432,789         194,136       11,006,470   555,760        4,314        6.9
101,614,062    58,721,897     1,473,953         160,610       11,002,023   593,066        4,320        24.4
205,536,755    147,598,569    2,465,052         273,588       27,657,652   1,270,637      4,399        6.5
100,095,009    57,844,946     1,481,748         184,854       10,807,203   582,135        4,275        6.6
47,875,371     31,171,006     601,442           77,242        5,559,328    226,875        1,014        8.1
98,414,184     56,957,614     1,456,943         134,956       10,714,642   566,324        4,326        6.7
100,677,901    65,679,984     1,399,671         125,310       12,224,648   566,098        4,323        6.0
121,807,219    83,636,652     1,918,814         213,234       15,257,574   664,143        4,355        6.4
96,191,388     54,596,615     1,392,036         137,221       10,233,341   540,170        4,320        6.2
149,194,501    107,780,581    1,949,702         202,970       20,070,109   1,074,355      4,335        6.7
100,491,511    56,263,354     1,448,120         153,929       10,547,695   562,186        4,329        6.2
108,404,825    59,019,384     1,404,137         134,493       11,210,575   548,321        4,320        6.6
93,425,395     54,522,241     1,364,615         114,338       10,187,838   534,780        4,317        6.4
131,694,108    82,061,947     1,694,447         179,199       15,248,790   809,404        4,338        6.2
96,128,718     63,479,021     1,398,816         143,515       12,010,717   555,671        4,332        9.4
169,423,914    156,436,867    2,102,561         265,416       28,589,918   896,127        4,453        7.1
90,698,032     54,262,652     1,289,814         140,882       10,189,973   514,469        4,172        6.2
93,726,682     65,383,928     1,228,143         139,191       11,896,430   638,958        3,050        6.9
