LLC-loads  LLC-load-misses  LLC-stores  LLC-store-misses  dTLB-loads  dTLB-load-misses  dTLB-stores  dTLB-store-misses  Power
673,251    80,121           249,385     117,261           <not        0                 <not         30,912             6.8
518,405    73,613           227,222     47,280            <not        0                 <not         17,126             7.2
521,398    42,426           179,176     87,032            <not        0                 <not         31,864             6.6
581,070    51,853           196,695     103,553           <not        0                 <not         22,408             6.3
634,756    52,370           166,089     119,695           <not        0                 <not         33,936             6.4
670,910    73,819           154,179     63,094            <not        0                 <not         21,915             6.5
467,761    57,300           252,870     68,384            <not        0                 <not         23,378             6.8
506,398    45,663           193,226     116,913           <not        0                 <not         26,414             6.4
448,685    42,104           258,421     68,350            <not        0                 <not         20,815             6.3
576,801    77,374           214,290     66,687            <not        0                 <not         21,434             6.3
206,905    38,525           74,436      29,668            <not        0                 <not         10,485             6.5
381,357    50,064           267,516     46,782            <not        0                 <not         16,926             6.1
497,948    51,339           288,781     90,661            <not        0                 <not         19,711             6.2
572,379    53,496           131,741     76,586            <not        0                 <not         17,361             7.0
546,553    55,448           241,158     89,147            <not        0                 <not         22,529             6.2
603,999    74,009           197,916     77,750            <not        0                 <not         21,005             6.7
9,895,133  128,775          2,614,543   394,765           <not        0                 <not         76,571             6.2
1,667,505  194,962          561,676     280,437           <not        0                 <not         36,101             19.1
468,992    55,800           294,942     138,244           <not        0                 <not         20,441             12.7
520,198    74,012           226,300     73,342            <not        0                 <not         26,022             7.1
473,816    47,473           254,566     110,316           <not        0                 <not         22,400             7.0
463,582    62,869           265,701     80,530            <not        0                 <not         21,363             6.5
521,384    66,346           317,144     91,329            <not        0                 <not         33,120             6.4
585,840    84,480           242,102     81,984            <not        0                 <not         18,250             6.6
511,507    75,588           306,078     86,254            <not        0                 <not         21,837             6.9
455,892    57,629           330,959     138,342           <not        0                 <not         24,793             6.8
428,493    52,545           271,501     69,120            <not        0                 <not         17,645             6.8
300,101    40,448           172,379     46,449            <not        0                 <not         13,509             6.3
288,508    45,788           140,616     39,145            <not        0                 <not         11,088             6.3
459,010    71,385           132,529     45,038            <not        0                 <not         16,411             6.1
444,765    73,040           185,555     57,698            <not        0                 <not         17,735             6.6
544,035    61,056           228,352     96,664            <not        0                 <not         23,626             6.5
717,157    69,251           145,481     63,989            <not        0                 <not         19,123             6.7
448,994    63,417           267,894     60,139            <not        0                 <not         22,846             6.4
590,048    70,245           471,583     236,857           <not        0                 <not         23,718             6.4
378,053    64,303           280,477     120,009           <not        0                 <not         25,043             7.0
531,801    52,267           199,820     103,233           <not        0                 <not         26,375             7.6
231,347    22,821           52,383      51,000            <not        0                 <not         11,155             6.2
459,574    54,125           211,157     65,070            <not        0                 <not         18,291             5.9
592,773    71,490           295,994     89,804            <not        0                 <not         21,768             [17.19%]
864,020    81,986           329,842     144,323           <not        0                 <not         24,833             6.7
615,938    67,066           237,178     116,462           <not        0                 <not         21,548             6.7
836,138    96,781           345,186     136,382           <not        0                 <not         22,067             6.8
500,507    80,603           201,653     91,574            <not        0                 <not         21,986             6.5
470,007    61,522           216,482     59,320            <not        0                 <not         20,122             7.1
770,232    67,134           490,022     564,170           <not        0                 <not         25,785             6.4
755,507    79,786           347,250     132,344           <not        0                 <not         33,859             6.3
446,078    47,003           307,066     108,091           <not        0                 <not         21,198             7.7
581,008    74,134           228,963     67,554            <not        0                 <not         23,892             6.8
841,034    79,496           192,260     109,384           <not        0                 <not         22,786             6.2
587,173    67,864           173,635     78,951            <not        0                 <not         20,149             6.5
539,670    51,230           166,479     51,597            <not        0                 <not         16,884             6.6
619,618    60,484           175,168     66,525            <not        0                 <not         24,954             6.6
372,909    69,829           298,601     182,354           <not        0                 <not         25,840             6.4
521,413    64,386           253,923     102,583           <not        0                 <not         21,151             6.9
797,914    72,634           279,784     106,677           <not        0                 <not         21,546             6.7
755,113    88,925           133,069     84,741            <not        0                 <not         20,049             6.6
576,199    62,020           191,920     88,471            <not        0                 <not         20,508             6.7
488,668    121,006          426,589     55,292            <not        0                 <not         20,835             6.7
439,301    69,522           335,009     128,415           <not        0                 <not         17,522             7.5
471,634    57,638           232,377     56,636            <not        0                 <not         17,886             6.9
543,445    74,157           336,080     109,560           <not        0                 <not         25,737             6.6
341,902    58,511           224,255     94,731            <not        0                 <not         26,904             6.4
211,289    36,877           135,527     58,380            <not        0                 <not         8,229              7.0
550,725    64,279           226,848     66,575            <not        0                 <not         21,551             6.5
574,824    58,643           167,888     60,622            <not        0                 <not         23,121             6.3
613,590    54,625           172,983     67,805            <not        0                 <not         23,163             6.9
553,968    59,182           342,253     190,843           <not        0                 <not         30,788             6.3
440,169    61,799           221,008     57,056            <not        0                 <not         22,638             6.4
498,078    48,477           226,543     95,893            <not        0                 <not         22,398             6.7
776,027    60,807           241,625     120,323           <not        0                 <not         32,865             6.4
397,175    66,603           303,048     91,484            <not        0                 <not         20,099             6.5
440,311    58,803           295,368     62,614            <not        0                 <not         17,070             6.6
391,872    60,692           299,623     95,316            <not        0                 <not         18,653             6.5
474,440    76,787           215,494     49,286            <not        0                 <not         18,571             6.5
789,567    66,383           412,348     155,989           <not        0                 <not         27,409             6.4
589,116    60,495           153,219     64,346            <not        0                 <not         29,950             6.4
418,138    58,297           355,180     60,433            <not        0                 <not         18,462             7.0
519,390    57,009           262,955     108,445           <not        0                 <not         23,648             6.2
439,008    60,902           300,849     59,482            <not        0                 <not         20,109             6.6
410,916    48,443           351,856     235,482           <not        0                 <not         20,659             7.5
498,754    65,890           268,327     109,627           <not        0                 <not         21,633             6.2
670,882    48,524           155,581     111,947           <not        0                 <not         30,953             7.2
456,155    63,943           269,258     83,000            <not        0                 <not         25,464             6.5
403,952    42,533           289,808     90,304            <not        0                 <not         21,035             6.5
499,017    56,464           255,348     72,005            <not        0                 <not         19,684             6.5
499,666    58,230           203,985     213,698           <not        0                 <not         25,953             6.1
597,315    81,665           325,587     138,170           <not        0                 <not         26,825             6.6
505,633    95,442           332,888     58,949            <not        0                 <not         17,251             6.4
198,204    40,295           81,811      33,291            <not        0                 <not         10,689             6.7
560,080    51,131           155,419     44,288            <not        0                 <not         16,248             6.3
556,816    53,065           278,115     211,013           <not        0                 <not         24,880             5.9
503,762    70,876           304,324     81,907            <not        0                 <not         22,164             6.3
502,336    88,791           471,815     80,532            <not        0                 <not         22,993             6.5
560,275    69,445           200,417     85,151            <not        0                 <not         17,941             6.3
470,624    51,102           231,397     76,342            <not        0                 <not         12,343             6.8
742,381    109,352          249,000     96,330            <not        0                 <not         23,484             6.2
468,210    65,947           243,913     82,334            <not        0                 <not         23,987             6.3
429,589    66,180           314,239     59,530            <not        0                 <not         14,622             7.0
608,367    39,800           122,750     206,332           <not        0                 <not         29,921             6.5
494,357    47,022           251,235     64,423            <not        0                 <not         22,346             6.4
388,057    45,607           324,675     67,290            <not        0                 <not         18,760             6.4
429,897    39,079           268,720     172,447           <not        0                 <not         20,403             6.2
478,735    51,505           210,222     57,671            <not        0                 <not         20,182             6.2
715,055    50,264           364,802     98,490            <not        0                 <not         26,165             6.9
425,104    51,442           376,398     66,738            <not        0                 <not         19,153             6.3
2,664,368  98,742           518,198     146,636           <not        0                 <not         32,581             6.4
501,082    91,944           338,820     102,274           <not        0                 <not         18,471             6.5
679,621    63,967           127,955     63,149            <not        0                 <not         19,516             9.0
512,308    54,644           126,340     58,084            <not        0                 <not         14,681             6.4
586,552    60,308           163,944     58,071            <not        0                 <not         14,578             6.1
1,034,604  87,819           750,632     95,471            <not        0                 <not         14,018             6.2
552,701    104,808          253,075     83,181            <not        0                 <not         16,341             6.3
1,196,310  72,869           124,678     58,426            <not        0                 <not         21,785             6.9
678,557    66,383           128,166     48,389            <not        0                 <not         19,725             6.5
496,535    59,552           189,912     63,088            <not        0                 <not         17,404             6.3
342,874    74,625           129,150     37,348            <not        0                 <not         13,838             6.3
657,051    59,838           133,791     47,699            <not        0                 <not         24,500             6.6
476,013    58,262           302,233     68,211            <not        0                 <not         19,798             6.5
782,028    60,610           154,993     100,680           <not        0                 <not         28,962             6.6
438,801    36,005           186,049     124,965           <not        0                 <not         15,989             6.5
433,961    64,724           435,195     93,729            <not        0                 <not         21,822             6.6
587,499    80,682           383,117     144,397           <not        0                 <not         29,915             6.3
527,071    76,887           195,135     57,479            <not        0                 <not         20,093             6.7
3,812,344  93,998           767,437     113,181           <not        0                 <not         40,126             7.0
665,718    106,104          290,912     108,869           <not        0                 <not         24,278             6.4
424,661    75,279           684,381     98,614            <not        0                 <not         25,668             12.2
469,668    63,860           236,739     69,789            <not        0                 <not         16,494             7.1
573,343    59,777           276,547     145,721           <not        0                 <not         20,266             6.5
948,219    82,739           203,988     110,050           <not        0                 <not         29,735             6.5
451,438    62,342           253,046     61,423            <not        0                 <not         20,626             6.4
485,146    45,709           205,890     118,526           <not        0                 <not         26,378             6.6
259,018    67,227           359,575     57,901            <not        0                 <not         16,855             6.3
591,299    65,240           197,638     69,714            <not        0                 <not         22,550             6.1
700,794    58,302           373,010     83,374            <not        0                 <not         27,248             6.3
487,769    58,795           309,027     139,558           <not        0                 <not         22,710             6.8
486,781    50,259           225,348     95,244            <not        0                 <not         21,473             6.6
644,867    68,037           253,975     96,500            <not        0                 <not         21,767             7.1
529,189    54,325           182,929     66,212            <not        0                 <not         22,254             6.5
514,186    58,011           196,104     61,059            <not        0                 <not         20,091             8.1
423,366    51,554           280,516     74,195            <not        0                 <not         20,546             6.4
507,977    57,713           252,606     145,756           <not        0                 <not         22,948             6.6
169,161    28,177           98,012      47,248            <not        0                 <not         7,542              6.4
572,555    57,356           188,902     76,630            <not        0                 <not         21,525             6.6
589,551    54,155           213,711     128,710           <not        0                 <not         32,749             6.1
1,242,479  115,675          481,355     87,386            <not        0                 <not         24,500             6.5
484,166    95,899           309,037     126,187           <not        0                 <not         21,550             6.6
674,078    69,222           144,638     44,809            <not        0                 <not         18,007             7.7
359,593    43,547           210,866     82,201            <not        0                 <not         19,978             6.8
443,788    50,453           219,516     61,983            <not        0                 <not         17,117             6.5
537,908    57,048           177,304     67,922            <not        0                 <not         19,983             6.5
546,012    46,243           159,601     58,665            <not        0                 <not         20,952             6.5
572,637    51,320           173,836     92,305            <not        0                 <not         23,286             6.6
474,423    49,305           227,550     82,340            <not        0                 <not         19,661             6.5
490,125    65,049           451,039     322,393           <not        0                 <not         35,673             6.7
559,100    70,702           224,754     108,846           <not        0                 <not         29,087             6.2
420,651    54,125           267,644     107,298           <not        0                 <not         18,116             7.3
588,224    47,649           173,177     95,448            <not        0                 <not         25,692             6.6
453,594    55,015           244,948     72,654            <not        0                 <not         20,233             6.6
638,649    72,954           356,193     72,110            <not        0                 <not         30,538             6.4
478,456    56,398           234,466     117,553           <not        0                 <not         20,196             6.4
826,673    67,175           231,785     88,937            <not        0                 <not         25,466             7.2
402,948    66,340           395,746     69,490            <not        0                 <not         19,547             6.3
743,130    77,890           470,696     67,382            <not        0                 <not         27,673             6.7
451,649    56,844           275,759     104,196           <not        0                 <not         18,530             6.3
502,568    83,468           316,961     69,464            <not        0                 <not         22,904             7.3
416,430    66,518           381,138     85,404            <not        0                 <not         18,696             6.6
343,607    50,034           292,813     85,808            <not        0                 <not         19,560             6.8
166,398    28,313           205,514     117,610           <not        0                 <not         10,423             7.0
408,953    52,952           627,844     108,479           <not        0                 <not         20,824             6.7
730,563    77,764           228,478     107,664           <not        0                 <not         25,970             6.3
552,888    60,333           232,053     103,101           <not        0                 <not         23,538             7.4
543,182    69,715           260,248     67,700            <not        0                 <not         20,534             7.1
666,048    69,251           167,722     78,517            <not        0                 <not         21,896             7.0
491,006    76,266           242,435     60,915            <not        0                 <not         17,091             6.8
668,715    81,322           188,740     78,153            <not        0                 <not         22,510             7.0
566,852    67,811           205,287     76,914            <not        0                 <not         21,673             6.8
6,390,638  419,277          978,390     342,702           <not        0                 <not         60,135             6.9
499,916    86,435           207,799     211,092           <not        0                 <not         24,464             6.8
432,769    80,539           427,470     67,932            <not        0                 <not         18,623             10.9
465,453    92,977           256,960     48,854            <not        0                 <not         16,252             6.9
515,705    52,217           241,962     115,468           <not        0                 <not         24,341             6.8
1,022,888  118,236          313,979     86,438            <not        0                 <not         22,648             6.8
420,726    72,690           331,510     112,368           <not        0                 <not         18,285             6.7
363,568    70,833           291,536     71,564            <not        0                 <not         14,640             7.1
545,404    54,902           204,967     124,385           <not        0                 <not         22,700             7.2
469,856    65,447           260,576     57,746            <not        0                 <not         17,599             6.8
386,484    52,867           274,359     132,103           <not        0                 <not         21,381             6.6
6.5
6.4
